Customer ID,Name,Street,City,State,PostalCode,Country,Phone,TollFree,Website
943,Baum's Natural Foods - Merrillville,Rt.30 & Merrillville Rd.,Merrillville,IN,NULL,US,(218) 558-8780,,www.baumsnaturalfoods.com
945,Baum's Natural Foods - St. John,9486 Wicker Ave,St. John,IN,NULL,US,(219) 558-8780,,www.baumsnaturalfoods.com
946,Klayman Holistic Chiropractic Clinic,"13110 hiway 290 west, Suite #200",Austin,TX,NULL,US,(512 ) 301-7746,,www.drstevenklayman.com
947,Village Foods,1760 Briarcrest Drive,Bryan,TX,NULL,US,(979) 846-9600,,www.villagefoods.com
949,Colonia Natural Pharmacy,515 Inman Avenue,Colonia,NJ,NULL,US,(732) 381-3400,,www.colonianaturalpharmacy.com
950,JCG Enterprises LLC,226 Rollingwood Drive,Newport,NC,NULL,US,(252) 648-0596,,
951,Health Line PRIAMUS,St. Partizanski Odredi no.1-10 lok.2,Skopje,,NULL,MK,++389 2 3222 447,,www.priamus.com.mk
954,Elite Health Foods,10738 Jefferson Boulevard,Culver City,CA,NULL,US,(310) 559-9739,,
956,Healthy Life Market,1603 Kanawha Blvd. W.,Charleston,WV,NULL,US,304-345-4836,,www.healthylifemarket.com
957,Peace Frog Natural Foods,49 Ann Street,Pottsville,PA,NULL,US,570-429-0757,,
960,Country Nutrition,12091 Old Line Centre,Waldorf,MD,NULL,US,301-645-1525,,
961,Health Smart,3136 Robert C. Byrd Drive,Beckley,WV,NULL,US,304-254-4501,,
962,Apple Crate Natural Market,2711 Raeford Rd. #110,Fayetteville,NC,NULL,US,910-426-7777,,
963,Eric's Health Food Shoppe,508 Brighton Beach Ave.,Brooklyn,NY,NULL,US,,,
964,Healthway,1537 US Hwy. 1,Vero Beach,FL,NULL,US,772-569-5663,,
967,"Natural Food Store, Inc.",312 E. BeeBe-Capps Expy,Searcy,AR,NULL,US,,,
968,Camarillo Salon & Day Spa,9091 Elk Grove Blvd.,Elk Grove,CA,NULL,US,916-686-6023,,
969,Health Food Village,29223 S. Western Ave.,Rancho Palos Verdes,CA,NULL,US,310-783-5198,,
971,Natural Beginnings,5945 W. Lawrence,Chicago,IL,NULL,US,,,
972,Solomon Star Technology Limited,"5th Flr., Lam Che Bldg. No.18 Wing Lok St.",Sheung Wan,,NULL,HK,852 25547438,,healthclub.solomonstar.com
973,Nature's Harmony Health Foods,6368 Belle Avenue,Lewistown,PA,NULL,US,717-248-2433,,
974,Organic Herbal Solutions,"955 U.S. Highway 43, P.O. Box 1042",Winfield,AL,NULL,US,205-487-1119,,
975,Rocky Mountain Natural Medicine,"225 South 1st Street, Suite 1",Hamilton,MT,NULL,US,406-375-1771,,
976,Mary's Health & Nutrition,3712 N. Croatan Hwy,Kitty Hawk,NC,NULL,US,252-715-3535,,
977,Complementary Health Concepts & EFH Inc.,10 Eayrestown Road,Southampton,NJ,NULL,US,609-801-0206,,
978,Ann's Health Food Center,2634 South Zang Blvd.,Dallas,TX,NULL,US,214-942-9483,,
979,Anthony's Smart Choices,2901 Jockey Hollow Dr,Toms River,NJ,NULL,US,908-278-9244,,www.MySmartPasta.com
982,DeWalt's Health Foods,205 South Main Street,Butler,PA,NULL,US,724-287-3377,,
983,Nature's Remedy Natural Market LLC,"26 Monroe Str., P.O. Box 1803",Ellicottville,NY,NULL,US,,,
984,DeWalt's Health Foods,1414 Potomac Avenue,Pittsburgh,PA,NULL,US,412-561-1311,,
985,DeWalt's HealthFoods,813 Merchant Street,Ambridge,PA,NULL,US,724-266-5660,,
986,DeWalt's Health Foods,631 3rd Avenue,New Brighton,PA,NULL,US,724-843-4781,,
987,Bladesman Health,1973 Decatur Ave.,Bellmore,NY,NULL,US,,,
988,JSL Skybox,7260 NW 25 St.,Miama,FL,NULL,US,,,
990,Allen Natural Foods,350 South Richland Ave.,York,PA,NULL,US,,,
994,Sybil Hedden,690 North Glynn Street,Fayetteville,GA,NULL,US,,,
995,Sun Organic,411 S. Las Posas Rd.,San Marcos,CA,NULL,US,,888-269-9888,www.sunorganic.com
996,Vitamin City,642 W. Arrow Hwy,San Dimas,CA,NULL,US,,,
997,Sunflower Natural Foods Market,75 Mill Hill Road,Woodstock,NY,NULL,US,845-679-5361,,www.sunflowernatural.com
998,Bee Happy,2002-C Hwy 15 N,Laurel,MS,NULL,US,,,
999,Carlisa Organic Marketplace,1012 South New Hope Rd,Gastonia,NC,NULL,US,,,
1000,Montana Harvest Natural Foods,1710 Grand Ave.,Billings,MT,NULL,US,,,
1001,Lemongrass Natural Foods,1052 Springwater St,Wenatchee,WA,NULL,US,509-883-3885,,
1002,Nature's Market,26011 104th Ave SE,Kent,WA,NULL,US,253.854.5395,,www.naturesmarketkent.com
1003,Bulk Foods and More,1401 Walter Reed RD,Hodgenville,KY,NULL,US,270.358.5700,,
1004,Natural Health,2001 College Drive Suite1,Clementon,NJ,NULL,US,,,
1005,Jenn Health and Beauty Supplies,Lower Broad St.,Bridgetown,XX,NULL,BB,1-246-426-1276,,
1006,Go Vegan Cafe,5875 SOuth Rainbow Blvd Suite 104,Las Vegas,NV,NULL,US, 702-405-8550,,
1008,Maine Integrative Wellness,174 Falmouth Rd,Falmouth,ME,NULL,US,,,
1009,Aunt Ellen's Water,600 Palm Ave #101,Imperial Beach,CA,NULL,US,,,
1010,Nutrition Geeks,100 East HWY 10,Hawley,MN,NULL,US,,1.800.418.4842,www.nutritiongeeks.com
1011,Garner's Natural Life,27 S. Pleasantburg Drive ,Greenville,SC,NULL,US,864.242.4856,,www.garnersnaturallife.com
1013,Lake Nutrition,1112 Bichara Blvd.,Lady Lake,FL,NULL,US,352-750-0094,,
1014,Midwest Health foods,214 Grand Ave.,Spencer,IA,NULL,US,712.262.7340,,
1017,Harvest Moon Natural Market,3725 Sixes Road,Canton,GA,NULL,US,770-479-4193,,www.harvestmoonmarket.com
1020,Orchard Nutrition Center,221 Locust Str.,Redding,CA,NULL,US,,,Orchardnutrition.com
1021,Nature's Way Market,796 Highland Ave,Greensburg,PA,NULL,US,724-836-3524,,natureswaymarket.net
1024,Jonesboro Health Food,1321 Stone Street STE a,Jonesboro,AR,NULL,US,870.932.5301,,www.jonesborohealthfood.com
1027,Abner's Nutrition Center,2327 Kell Blvd.  Suite 100,Wichita Falls,TX,NULL,US,940-766-1371,,www.abnersnutrition.com
1030,Rainbow Blossom,3046 Bardstown Rd,Louisville,KY,NULL,US,502-498-2470,,www.rainbowblossom.com
1031,Real Foods Market,420 W 800 N,Orem,UT,NULL,US,801.224.0585,,www.realfoodsmarket.com
1035,Saubels Market,65 E Forrest Ave.,Shrewsbury,PA,NULL,US,717-235-3891,,www.saubelsmarkets.com
1036,The Essence of Health,"909 w. Central Entrance, Stone Ridge Shopping Center",Duluth,MN,NULL,US,218-727-6700,,
1037,Nature's Market,701 S Apollo Blvd,Melbourne,FL,NULL,US,321-254-8688,,http://naturesmarketmelbourne.com/
1038,Moorfield's Green Grocer,1505 Route 9,Clifton Park,NY,NULL,US,518-383-1613,,www.greengrocer.com
1040,Sherry's Market LLC,89 Deer Park Ave,Babylon,NY,NULL,US,631-661-5552,,
1041,New Frontiers Natural Marketplace,1531 Froom Ranch Way,San Luis Obispo,CA,NULL,US,805-785-0106,,https://newfrontiersmarket.com
1042,Cook's Natural Market,726 W. Walnut,Rogers,AR,NULL,US,,,
1043,"Vitamin Village, INC.",23401 Greater Mack Ave,St. Clair Shores,MI,NULL,US,,,
1044,Bee Hive Natural Foods,900 Ida Street,"Poplar Bluff,",MO,NULL,US,573-686-3025,,n/a
1045,Bee Hive Natural Foods,900 Ida Street,"Poplar Bluff,",MO,NULL,US,573-686-3025,,n/a
1046,Sunshine Natural Foods,13 Central Ave. NW,Lemars,IA,NULL,US,712-546-7241,,none
1047,Upper Cervical Chiropractic Neurology Centers,533 W. Uwchlan Ave. Ste. 101,Downingtown,PA,NULL,US,484-593-0328,,
1048,Vital Choice,9243 Sprague Rd,Royalton,OH,NULL,US,440-885-9505,,www.vchoice.com
1049,Mount Hope Foods,853 S. Main St.,Cottonwood,AZ,NULL,US,928-634-8251,,
1050,Loma Linda Market,11161 Anderson  STE 100,Loma Linda,CA,NULL,US,909-558-4565,,www.lomalindamarket.com
1054,"Old Thyme Remedies, Inc.",2475 East Nine Mile Road Suite E,Pensacola,FL,NULL,US,,,
1055,Sunshine house Health food Store,420 W Gallatin St,Vandalia,IL,NULL,US,618-283-0888,,N/A
1056,House Of Health,450 East Hanes Mill Road,Salem,NC,NULL,US,336-377-3202,,
1060,Natures Pantry,263-15 Hillside Ave,Floral Park,NY,NULL,US,718-347-3037,,http://www.natures-pantryny.com
1061,Getting Well Naturally Store,1021 South Main,Lumberton,TX,NULL,US,409-227-4192,,
1062,Leamington Wellness Pharmacy,4 Talbot St E,Leamington,ON,NULL,CA,1-519-322-4922,,www.truewellbeing.ca
1063,Valley Natural Foods,13750 County Rd. 11,Burnsville,MN,NULL,US,(952) 891-1212,,www.valleynaturalfoods.com
1064,The Food Mill Inc.,3033 McCarther BLVD,Oakland,CA,NULL,US,510-482-3848,,
1066,"Kimberton Whole Foods, INC",2140 Kimberton Road,Phoenixville,PA,NULL,US,610-230-3394,,
1067,"Kimberton Whole Foods, INC",2140 Kimberton Road,Phoenixville,PA,NULL,US,610-230-3394,,
1068,Health Corner 101,"500 O-R Drive, Ste 4",Gillette,WY,NULL,US,,,
1069,Bay Naturals,7611 North Kings Hwy,Myrtle Beach,SC,NULL,US,843-448-0011,,http://www.bay-naturals.com
1072,H.K. Nutrition,120 Harrow Lane,Manhasset,NY,NULL,US,1-516-570-0168,,
1073,Westshore Skin+Health Center,30400 Detroit Rd Ste. LL-10,Westlake,OH,NULL,US,440-250-1535,,www.wsskinandhealth.com
1074,Andy Sembera,2304 US Hwy 281 N,Marble Falls,TX,NULL,US,830-693-5273,,
1075,Reimers Health Food,Box 489,Spanish Lookout,,NULL,BZ,(501) 823-0096,,n/a
1076,Nutramins,"14747 Artesia Blvd, #1E",La Mairda,CA,NULL,US,,,www.nutraminshealth.com
1077, Green Market Natural Foods,1909 Texoma Pkwy Suite 102,Sherman,TX,NULL,US,903-892-8667,,www.greenmarketnaturalfoods.com
1078,Harvest Natural Foods,6985 San Luis Ave.,Atascadero,CA,NULL,US,,,
1080, Staff of Life,119 Partin Drive N,Niceville,FL,NULL,US,850-678-8411,,www.thestaffoflifefl.com
1081,Discount 4 Health,6020 West Flamingo Rd Suite #8,Las Vegas,NV,NULL,US,702-873-3956,,
1082,Du Bois Health Food Store,201 E. Willams St.,Carson City,NV,NULL,US,775-882-2451,,
1083,Plaza Health,4202 North Harlem Ave. Unit D,Norridge,IL,NULL,US,708-453-6825,,
1084,"Good Nutrition, Woodstock",9999 Highway 92 Suite #120,Woodstock,GA,NULL,US,,,
1085,"Mount of Olives Health Food Center, Hobby Lobby Plaza",728 W. 23rd St.,Panama City,FL,NULL,US,850-784-9001,,
1086,Village Market,5002 University Drive,Collegedale,TN,NULL,US,423-236-2301,,
1087,The Natural Marketplace,5 Diagonal St.,Warrenton,VA,NULL,US,540-349-4111,,www.thenaturalmarketplace.com
1088,Nutrition World,6201 Lee Highway,Chattanooga,TN,NULL,US,423-892-4085,,www.nutritionw.com
1089,Spring Run Natural Foods,909 E. Baltimore Pike,Kennett Square,PA,NULL,US, 610-388-0500,,
1090,Spring Run Natural Foods,909 E. Baltimore Pike,Kennett Square,PA,NULL,US,610-388-0500,,
1091,The Olive Branch,1105 Whipple Ave NW,Canton,OH,NULL,US,330-477-7988,,www.olivebranchhealth.com
1092,Herbaland,2630 Dempster,Park Ridge,IL,NULL,US,847-803-8002,,
1094,Full Circle Market,240 Redwing Dr,Winchester,KY,NULL,US,859-744-3008,,
1096,Central Home Care, 12820 14th ave ,College Point,NY,NULL,US,516-623-9500,,
1097,Cleansing Power at the Beach,112 Ye Olde Kings Highway,North Myrtle Beach,SC,NULL,US,843-427-7263,,
1098,Brighter Day Natural Foods Market,1102 Bull St.,Savannah,GA,NULL,US,912-236-4703,,www.brighterdayfoods.com
1100,Steve and Irina's Down to Earth,341 27th Street,Ogden,UT,NULL,US,801-621-1627,,
1101,All Pro Nutrition LLC,252 Front St,Marietta,OH,NULL,US,740-373-6991,,
1103,Bridgeport Herbs and Vitamins,240 West 31st Street,Chicago,IL,NULL,US,312-881-0011,,www.taoofherbs.com
1104,Nutrition Source,245 W Boylston St,West Boylston,MA,NULL,US,508-835-2442,,
1106,Back to Basics Natural Foods,500 Main St,East Greenwich,RI,NULL,US,401-885-2679,,www.backtobasicsnaturalfoods.com
1107,"Wholesale Nutrition, Inc",336 Goodman Rd E,Southaven,MS,NULL,US,662-349-0211,,wholesalenutrition.com
1109,Horn of Plenty,623 E. Ascension St.,Gonzales,LA,NULL,US,225-644-6080,,www.hornofplenty.org
1110,Jean's Healthway,P.O. Box 939,Ava,MO,NULL,US,417-683-3026,,n/a
1111,Better Health,1716 Santa Fe Dr.,Weatherford,TX,NULL,US,817-596-8818,,n/a
1112,Be in Health,80 Bryson Walk,Bryson City,NC,NULL,US,828-488-2636,,n/a
1113,Holistic HealingSpa LLC,1295S Larkspur St.,Gilbert,AZ,NULL,US,602-315-7303,,
1114,Mrs. Beesley's,10370 Overland Rd,Boise,ID,NULL,US,208-376-8484,,
1115,Gesundheit Nutrition Center,2855 N 19th Ave Ste N,Bozemon,MT,NULL,US,406-585-4668,,www.gwjstore.com
1116,Living Touch Natural Health Spa,,Kailua Kona,HI,NULL,US,,,
1117,Honey & Spice Health Food Attn: Joan,1251 Grayson Valley Parkway,Birmingham,AL,NULL,US,205-655-0307,,www.honeynspice.com
1118,Naturally Good Things,313 California Ave,Libby,MT,NULL,US,(406) 293-6771,,
1119,TNK Health Food Store,1023 People Square,Waterloo,IA,NULL,US,319-235-0246,,www.tnkhealth.net/
1120,"Cleta's Nutrition, Ince Attn: Wendi",3004 Godfrey Rd,Godfrey,IL,NULL,US,618-466-1659,,
1121,Newberg Natural Foods,308 W. Sheridan,Newberg,OR,NULL,US,,,
1122,Organic Harvest,1580 Montgomery Hwy Suite 12,Hoover,AL,NULL,US,205-978-0318,,www.orgharvest.com
1123,Direct Product Source,909 A South Coast Hwy,Oceanside,CA,NULL,US,760-712-7920,,
1124,New Life Vitamins,277 Douglas Avenue Suite #1006,Altamonte Springs,FL,NULL,US,888-777-0468,,www.newlifevitamins.com
1125,WR Group,"9160 E Bahia Dr, Ste 200",Scottsdale,AZ,NULL,US,,,https://www.wrgroup.com/
1126,Living Well Health Food Store,1963 McCulloch Blvd North,Lake Havasu,AZ,NULL,US,928-453-9355,,www.livingwellsupplements.com
1128,Health Wise,3620 Ramsey St.,Fayetville,NC,NULL,US,910-630-0898,,www.healthwisenaturalfoods.com/
1129,Cornucopia,111 NW 6th St,Redmond,OR,NULL,US,541-548-5911,,n/a
1130,Nutritional Needs LLC,105 Broadway,Jim Thorpe,PA,NULL,US,484-629-5772,,n/a
1131,"Arthur H. Malkin, D.C",1727 Crenshaw Bld,Torrance,CA,NULL,US,,,
1132,Back to Nature,1217 Southeast 47th Terrace,Cape Coral,FL,NULL,US,,,
1133,Natural Resources,5131 South Florida Ave Suite #5,Lakeland,FL,NULL,US,863-646-1029,,www.naturalresourcesoflakeland.com
1134,"Hill's Health Hut, Inc",197 E. Old A.J. Hwy,Jefferson City,TN,NULL,US,865-475-2993,,
1136,Choice Health,307 E. Main St,Westfield,MA,NULL,US,413-568-8333,,www.choice-health.com
1137,Sunflower Nutrition,2138 Okeegtobee Blvd,W. Palm Beach,FL,NULL,US,561-686-2288,,N/A
1139,"RB Institute, Inc",13601 McGregor Blvd #13,Ft. Myers,FL,NULL,US,239-887-5021,,www.robynberry.com
1140,St. Cloud Health Foods,4042 135 th St. (Hwy 192),St. Cloud,FL,NULL,US,407-892-1962,,n/a
1141,B-Alive Nutrition Center,2321 S. Oneida Suite #1,Green Bay,WI,NULL,US,920-499-7396,,www.dougsbalive.com
1144, Adirondack Natural Foods,63 Main St,South Glensfalls,NY,NULL,US,,,
1145,"Nature Basket, INC ATTN: Meredith",1904 Hwy 70 East. Suite C,New Bern,NC,NULL,US,252-514-0072,,
1146,"Sano Health Food Center, INC",4069 Broadway,New York,NY,NULL,US,212-928-1250,,
1147,Healthland,"3202 SW 22nd Street, #C",Miami,FL,NULL,US,305-4453320,,
1148,Carrano Chiropractic,2017 Wade Hampton Blve Suite B,Greenville,SC,NULL,US,864-552-1142,,
1150,Chosen Vitamins,98 SE 1st Street,Miami,FL,NULL,US,786-942-7516,,www.chosenshop.com / https://chosenvitamins.com/
1151,Heaths Natural Foods,600 E. Third Ave,New Smyrna Beach,FL,NULL,US,386-423-5126,,www.heathsnaturalfoods.com
1152,"Down to Earth Whole Foods, Inc",305 Grant Ave,Endicott,NY,NULL,US,607-785-2338,,www.downtoearthwholefoods.com
1153,Love Whole Foods,275 Williamson Blvd,Ormond,FL,NULL,US,386-677-5236,,
1154,Granny's Pantry,560 S Arroyo Pkwy,Pasadena,CA,NULL,US,626-796-8442,,
1155,Food For Thought of Highland County,301 US 27 N,Sebring,FL,NULL,US,863-385-8995 ,,
1156,Bear Foods Market,125 East Wooden Ae,Chelan,WA,NULL,US,509-682-5535,,
1157,"Natural, of course",8000 W. Central Ave,Wichita,KS,NULL,US,316-721-1971,,n/a
1158,Virgina's Health Foods,3952 Airport Blvd Suite B,Moblile,AL,NULL,US,251-345-0494,,N/A
1159,Follow your Heart,21825 Sherman Way,Canoga Park,CA,NULL,US,818-348-3240,,www.followyourheart.com
1160,Westside Nutrition,3002 Dow Ave Ste 134,Tustin,CA,NULL,US,714-352-5028,,wsnutri.com
1161,Natures Garden,58 West Granada Blvd,Sormond Beach,FL,NULL,US,386-677-6737,,n/a
1162,Herb's Herbs Health Food Store,2026 McCulloch Blvd,Lake Havasu City,AZ,NULL,US,928-453-8182,,www.shoplhc.com
1163,"Deland Natural Market and Bakery, Inc",933 N. Woodland Blvd,Deland,FL,NULL,US,386-734-7553x204,,www.delandnaturalmarket.com
1164,Healthy Gourmet,1305 Homestead RD #104,Lehigh,FL,NULL,US,239-369-0900,,n/a
1165,Abundant Living Organic Foods,855 Keith St.,Cleveland,TN,NULL,US,423-614-7885,,www.abundantlivingorganic.com
1166,Cone's Health Foods,8200 Stockdale Hwy #B3,Bakersfield,CA,NULL,US,661-832-5669,,www.coneshealthfoods.com
1167,The Grainery,127 Third Street,Baraboo,WI,NULL,US,608-356-9768,,www.grainery.biz
1168,Plan It Earth Health Centers,101 West Clark St,Spencer,WI,NULL,US,659-5436,,
1169,Go Nuts Nutrition,31606 Railroad Canyon Rd suite 204,Canyon Lake,CA,NULL,US,951-244-4455,,www.gonutsnutrition.com
1171,Country Corner Health Food,3130 Congress Ave,Palm Springs,FL,NULL,US,561-439-6800,,n/a
1172,Nutrition Works,2815 Silver Lake Rd,Fenton,MN,NULL,US,810-629-5559,,
1173,Nutrition World,2401 PGA BLVD suite 136,Palm Beach,FL,NULL,US,561-626-4377,,www.nutritionworld.com
1174,Herb Depot Organic Market,600 Bridle Lane  Suite A,Monett,MO,NULL,US,417-235-5500,,www.herbdepotmarket.com
1176,Advanced Nutrition Store,2 Strangford Gate,Newtownards,,NULL,UK,+44 7554835135,,www.AdvancedNutritionStore.co.uk
1177,Healthy Habits,1500 S Limit Ave,Sedalia,MO,NULL,US,,,
1178,MIKO - Health from Nature,11 Cromwell Drive,Mendham,NJ,NULL,US,,,
1179,Green Earth Grocery,441 A S. Buchannan,Edwardsville,IL,NULL,US,618-659-3375,,www.greenearthgrocer.com
1180,Juices Wild Vitamin & Juice Bar,4450 Nelson Brogdon Blvd C-6,Sugar Hill,GA,NULL,US,678-714-7747,,www.gojuiceswild.com
1181,Natural Foods Market ATTN: Amy,3211 Peoples ST. Ste #74,Johnson City,TN,NULL,US,,,
1182,Simply Good Natural Foods,128 East Innes Street,Salisbury,NC,NULL,US,704-636-0889,,www.simplygoodnaturalfoods.com
1183,Food and Thought ,2132 9th St. North,Naples,FL,NULL,US,239-213-2222,,www.foodandthought.com
1184,"Nature's Paradise Herbs, LLC",1455 6th Street,Brookings,SD,NULL,US,605-697-7404,,
1185,Pureformulas Inc.,11800 NW 102 Road #2,Medley,FL,NULL,US,,800-383-6008,www.pureformulas.com
1186,The Nutrition Center,1326 Oakley Ave,Burley,ID,NULL,US,208-678-7238,,
1187,Lytle's Nutrition Center,12690 Shawnee Mission Pkwy,Shawnee,KS,NULL,US,913-631-3338,,www.lytleshealth.com
1192,Sunshine Natural Foods,"Parker Square, Kemp & Kell Blvd.",Wichita Falls,TX,NULL,US,940-767-2093,,sunshinefoodsonline.com
1193,Health and Nutrition Plus,"2522 E. Lincolnway, Suite C",Sterling,IL,NULL,US,815-625-3409,,www.healthandnutritionplus.com
1194,Cottonwood Health Cottage,2412 17th Street,Greeley,CO,NULL,US,970-353-2939,,
1195,Erma's Nutrition Center,18045 Upper Bay Road,Nassau Bay,TX,NULL,US,281-333-4746,,
1196,A Moveable Feast,9341 Katy Freeway,Houston,TX,NULL,US,713-365-0368,,
1197,Sunrise Natural Foods,1950 Douglas Blvd,Roseville,CA,NULL,US,616-789-8591,,www.sunrisenaturalfoods.net
1198,Health Works,27271 A La Paz Rd,Laguna Niguel,CA,NULL,US,949-831-9777,,
1199,Thousand Oaks Family Well Being,3396 Willow Lane #202,Thousand Oaks,CA,NULL,US,805-494-0800,,
1200,Total Health Concepts,1607 Heatherloch Dr,Gastonia,NC,NULL,US,704-861-8006,,
1201,Good Health Nutrition Center,503 Harrison Ave,Centralia,WA,NULL,US,360-736-3830,,n/a
1203,Herb Shop,8151 Vaughn Rd,Montgomery,AL,NULL,US,334-271-2882,,www.herbshopal.com
1204,Shirlyns Natural Foods,5578 South Redwood Rd.,Taylorsville,UT,NULL,US,801-982-0305,,n/a
1205,Shirlyns Natural Foods,S. Village Shop Dr. (9th East),Sandy,UT,NULL,US,801-562-1118,,n/a
1206,Shirlyn's Natural Foods,183 East 12300 South,Draper,UT,NULL,US,801-495-4500,,n/a
1207,"Fountain of Health, Inc",3705-B Olsen Blvd,Amarillo,TX,NULL,US,806-355-5162,,
1209,Down to Earth - Honolulu,2525 South King Street,Honolulu,HI,NULL,US,808-947-7678,,www.downtoearth.org
1210,Down to Earth - Kailua,573 Kailua Rd. STE 101,Kailua,HI,NULL,US,808-262-3838,,www.downtoearth.org
1211,Down to Earth - Kahului,305 Dairy Road,Kahului,HI,NULL,US,808-877-2661,,www.downtoearth.org
1212,Down to Earth - Kapolei,"4460 Kapolei Parkway, Suite 320",Kapolei,HI,NULL,US,,(808) 675-2300,www.downtoearth.org
1213,Golden Grocer,335. N. Euclid,Saint Louis,MO,NULL,US,314-367-0405,,
1214,Country Harmony Natural Foods,1245 Blakeslee Blvd Dr East,Lehighton,PA,NULL,US,570-386-3576,,
1215,Fiesta Nutrition Center,1211 North 18th Street,Monroe,LA,NULL,US,,,
1216,Vitamin Warehouse,"291 Covenant Square Drive, Suite D.",Biloxi,MS,NULL,US,228-388-1454,,www.vitaminwarehousebiloxi.com
1217,East Coast Health and Wellness,503 Mosely Avenue,Staten Island,NY,NULL,US,917-468-2211,,
1218,Natural Pharm Clinic,"3130 W. Olympic Blvd, Ste. 125",Los Angeles,CA,NULL,US,213-800-3368,,
1220,Health Matters Corp.,632 Enfield Street,Enfield,CT,NULL,US,860-745-1617,,
1221,"Health Connection of Avery Co, INC",2945 Tynecastle Hwy,Banner Elk,NC,NULL,US,828-898-8482,,www.healthconnectbannerelknc.com
1222,Priamus Dooel,st. Partizanski Odredi no.1/10 lok.2,Skopje,,NULL,MK,,,
1223,The Natural Health Shoppe,1183 Lakewood Farmingdale Rd,Howell,NJ,NULL,US,732-534-4800,,
1224,Family Health Foods,2008 CR 1800 East,Arthur,IL,NULL,US,217-543-3189,,n/a
1225,Starflower Natural Foods,142 Dayton St,Yellow Springs,OH,NULL,US,937-767-1888,,
1227,CY Buy DBA AM BRAUN,16 Neil Road Unit 101,Spring Valley,NY,NULL,US,845-445-8190,,
1228,Whole Foods Assn.,6574 E. Central,Wichita,KS,NULL,US,316-685-4283,,
1229,GreenAcres,8141 East 21st street Witchita,Witchita,KS,NULL,US,,,
1230,Herbaland/Laramie,5233 W. Belmont Avenue,Chicago,IL,NULL,US,773-205-2155,,
1231,Animal Natural Healing Center,248 Alden Street,Fairfield,CT,NULL,US,203-254-8642,,www.holisticvet.us
1233,La Bella Inc,3505 N. Courtenay Parkway,Merritt Island,FL,NULL,US,321-453-1510,,www.labellaspa.com
1234,Grassroots Natural Market & Kitchen,1119 Fair Oaks Ave.,South Pasadena,CA,NULL,US,(626) 799-0156,,http://www.grassrootsnmk.com
1236,The Better Health Store,42875 Grand River Suite 100,Novi,MI,NULL,US, (877) 876-8247,,http://www.thebetterhealthstore.com
1237,The Better Health Store,10792 Belleville Rd.,Belleville,MH,NULL,US,734-699-2929,,http://www.thebetterhealthstore.com/
1238,Kankakee Natural Foods,1035 Mulligan Drive,Bradley,IL,NULL,US,815-933-6236,,
1239,K's Divine Health,4928 Fairmont Pkwy.,Pasadena,TX,NULL,US,281-991-1441,,
1240,Natural Energy Nutrition Center,323 So. Charles Seivers Blvd.,Clinton,TN,NULL,US,865-457-4285,,
1241,Break N Bread,1009 S. Jackson St Ste 100,Jacksonville,TX,NULL,US,903-589-8604,,
1242,The Healthy Grocer,3800 Trindle Road,Camp Hill,PA,NULL,US,717-737-5123,,
1243,Roomful of Nuts,2728 Georgia Rd,Franklin,NC,NULL,US,828-524-0242,,www.roomfulofnuts.com
1244,Farmers Market Maui,3636 Lower Honoaplilani Rd,Lahaina,HI,NULL,US,,,
1245,Naturally Yours,35234 Hwy. 41,Coarsegold,CA,NULL,US,559-683-4070,,www.nybin.net
1246,Natures Finest Nutrition,7232 Lee Hwy,Chatanoga,TN,NULL,US,423-899-8422,,
1247,RK Health Food,2205 Hall Ave. Suite 103,Marinette,WI,NULL,US,715-735-5840,,http://www.randkhealthfood.com/
1248,SE Health Products,25648 157th Street,Monticello,MO,NULL,US,573-288-2700,,
1249,Harvest Time Natural Foods,171 Capitol Street Ste 1,Augusta,ME,NULL,US,,,
1250,Grass Roots Natural Foods,230 Dunlap Drive,South Lake Tahoe,CA,NULL,US,530-541-7796,,
1251,Healthy Alternatives,1441 Washington St,Clarkesville,GA,NULL,US,706-839-1447,,www.healthyalternativessc.com
1252,Sunshine Health Foods,2916 S. Washington Ave,Titusville,FL,NULL,US,321-269-4848,,
1253,Penny's natural market,227 W. Beacon St,Philadlephia,MS,NULL,US,601-656-1362,,
1254,Nature's Cupboard,1630 North Main St.,Anderson,SC,NULL,US,864-225-7199,,
1255,Winter Ridge Natural Foods,703 Lake Street,Sandpoint,ID,NULL,US,208-265-8135,,www.winterridgefood.com
1256,Mis-West Kiosk,368 Town Lane Road,Mundeline,IL,NULL,US,847-219-2547,,
1257,Supreme Health,415 Cedarbridge Ave,Lakewood,NJ,NULL,US,732-367-1055,,
1258,Supreme Health,264 Lee Ave,Brooklyn,NY,NULL,US,718-640-1650,,www.supremehealthinfo.com
1259,Supreme Health,4218 12th ave,Brooklyn,NY,NULL,US,718-853-3090,,www.supremehealthinfo.com
1262,Sandys Herb Shop Attn: Sandy,200 N. Main,Butler,MO,NULL,US,660-679-5060,,n/a
1263,Natures Herbs,2 East. Main St.,Thomasville,NC,NULL,US,336-476-8640,,
1264,Nutrition Stop,4101 Mexico Road Suite K,St. Peters,MO,NULL,US,636-928-7550,,
1265,Blain Daily,130 Ferry SW,Albany,OR,NULL,US,541-791-5193,,
1267,Karri Short,3787 Stockton Hill Rd. Ste A,Kingman,AZ,NULL,US,928-757-7774,,
1268,Organic Emporium,2918 N. Laurent,Victoria,TX,NULL,US,,,
